Category ID,Name,Attribute Name,Options
11485,Cropped Pants,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11485,Cropped Pants,Pants Length,Ankle;Cropped;Full Length;
11486,Jogger Pants,Brand,No Brand;A for Arcade;Abercombie & Fitch;Adidas;And Well Dressed;anticlockwise;bega;Bershka;Brandy Melville;bYSI;calvin klein;carrislabelle;Citrusox;Collate The Label;Cotton On;Daintyroses;desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;H&M;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;Mugigae;Neonmello;New Look;Nike;NINE2FIVE;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;Reebok;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Supergurl;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Wonderstellar;younghungryfree;Zara;OB Design;Under Armour;paknamae;rocosix;ppgirl;L'zzie;canmart;G2000;OOTD.SG;Dr. Scholl's;The Dress Room;EMK;LFR;so that's me;NaNa De Luxe;Him & Jae;Alescere;Chaliz Andrea;American Apparel;P&Co;Universal Traveller;Ohsofickle;MGP Label;13MONTH;DKNY;Our Second Nature;LEIA RAY X;moimoii;Taiwan Collection;baon;BORN CHAMPS;DEAR STALKER;Charmed on 9th Ave;VENUS;Fila;The Ning Label;Gymshark;OEM;Purpur;
11486,Jogger Pants,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11486,Jogger Pants,Pants Length,Ankle;Cropped;Full Length;
6400,Parka,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
6400,Parka,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
6401,Jacket,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
6401,Jacket,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
6401,Jacket,Style,Coat;Blazer;Bomber Jacket;Down Jacket;Biker Jacket;Varsity Jacket;Windbreaker;Hoodie;
6399,Cardigan,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
6399,Cardigan,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
6399,Cardigan,Style,Open;Tunic;Zipped;Long;Cropped;Belted;Hoodie;Oversized;Vest;
4764,Others,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;LEIA RAY X;Taiwan Collection;DEAR STALKER;OEM;
11474,Coats,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
11474,Coats,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11474,Coats,Style,Anorak;Camel Coat;Car Coat;Cocoon Coat;Duffel Coat;Duster;Chesterfield Coat;Peacoat;Raincoat;Trench Coat;
11475,Blazers,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
11475,Blazers,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11475,Blazers,Style,Anorak;Camel Coat;Car Coat;Cocoon Coat;Duffel Coat;Duster;Chesterfield Coat;Peacoat;Raincoat;Trench Coat;
11476,Hoodies & Sweaters,Brand,No Brand;Abercrombie & Fitch;Adidas;Aeropostale;American Apparel;And Well Dressed;anticlockwise;Banana Republic;bega;Bershka;Bossini;Brandy Melville;bYSI;Calvin klein;carrislabelle;Chrome Hearts;Coldwear;Collate The Label;Cotton On;Daintyroses;Desigual;Dorothy Perkins;Dressabelle;Ellysage;ESPRIT;factorie;Fairebelle;Fash Mob;Fayth;Forever 21;Forever New;French Connection;G.A.P;G2000;Giordano;Guess;H&M;Hang Ten;Her Velvet Vase;HOLLISTER;Hollyhoque;Intoxiquette;Iora;Juicy Couture;Karen Millen;Kikikeli;Lazygirl.co;LBR Label;Leline Style;Levi's;Lexi Lyla;Lily Pirates;Love & Bravery;Love Bonito;Lovengold;Lovet;Lowrys farm;Mango;Marc Jacobs;Mayuki;MDSCOLLECTIONS;Megagamie;MFW;Ministry of Clothing;Miss Selfridge;Mod Parade;MONTIFS;MOONRIVER;Mugigae;Neonmello;New Look;Nike;Ninth Collective;Ohvola;osmose;Pomelo Fashion;Pull&Bear;REFASH;River Island;Runway Bandits;Sabo Skirt;Salient Label;Saturday Club;Seoul in Love;Shop Sassy Dream;Something Borrowed;Sophialuv;StatementMuse;Stylenanda;Sunday Peach;Superdry;Supergurl;Supreme;Tempt;The Closet Lover;The Dancing Jewels;The Editor's Market;The Scarlet Room;The Stage Walk;The Sunday Avenue;The Tinsel Rack;The Velvet Dolls;The Willow Label;theory of seven;Thread Theory;Toki Choi;Tommy Hilfiger;Topazette;TOPSHOP;TresLoveChic;Uniqlo;Urban Outfitters;WAREHOUSE;Wild Peonies;Winter Time;Wonderstellar;younghungryfree;Zara;OB Design;Stussy;Thrasher;Gucci;AAPE;BAPE;TUNEVUSE;Givenchy;paknamae;rocosix;ppgirl;Vetements;L'zzie;canmart;KENZO;Champion;Balenciaga;Acne Studios;FILA;MDS;OOTD.SG;Tommy Jeans;Valleygirl;so that's me;NaNa De Luxe;The North Face;Him & Jae;Alescere;FENDI;Dotti;Ohsofickle;Columbia;13MONTH;FOAT;Penshoppe;moimoii;LEIA RAY X;Laura Ashley;Taiwan Collection;OEM;Einashop;DEAR STALKER;BORN CHAMPS;Jeffree Star;Alcott;Rut And Circle;
11476,Hoodies & Sweaters,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11476,Hoodies & Sweaters,Style,Anorak;Camel Coat;Car Coat;Cocoon Coat;Duffel Coat;Duster;Chesterfield Coat;Peacoat;Raincoat;Trench Coat;
6395,Sleepwear,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
6395,Sleepwear,Type,Top;Bottom;Nighties & Dresses;Sweatshirts & Sweatpants;Pyjamas Set;Robes;
6395,Sleepwear,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
6396,Bra,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
6396,Bra,Style,Push-up;Non-wired;Seamless;Front click;Bralette;Bandeau;Maximiser;Deep plunge;
6396,Bra,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
6397,Panty,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
6397,Panty,Style,Seamless;Thong;Hipster;Brief;Mid-waist;High-waist;
6397,Panty,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
4763,Others,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;Taiwan Collection;OEM;
11487,Bralette,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
11487,Bralette,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11487,Bralette,Style,Front-close;Push-up;Long Line;Racerback;High-neck;Scoop;Triangle;Halter;Flex Underwire;Bandeau;
11488,Lingerie Sets,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
11488,Lingerie Sets,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11488,Lingerie Sets,Style,Badydolls & Chemises;Bodysuits & Corsets;Bras;Costume;Lingerie Sets;Nightwear;Panties;Suspenders & Garters;
11489,Shapewear,Brand,No Brand;Abercombie & Fitch;Adidas;Adisha Torre;Agent Provocateur;Bare Necessities;Blush!;Bonds;Calvin Klein;Champion;Chantelle;Cotton on;Curvy Kate;DKNY;Eres;Etam;For Love and Lemons;Forever 21;G.A.P;H&M;Heidi Klum Intimates;HOLLISTER;Ivy Park;La Perla;La Senza;Mango;Marks & Spencer;Nike;Perk by Kate;Pierre Cardin;Reebok;Simone Prle;Sloggi;Stella Mccartney;The Lingerie Shop;TOPSHOP;Triumph;Under Armour;Uniqlo;Victoria's Secret;Voodoo;Wacoal;Wonderbra;Young Hearts;younghungryfree;Kussnow;La Isla;MUNAFIE;TheBraletteShop;Queenral;Nefful;no  brand;Ashley Summer;OOTD.SG;THINX;I'M IN;NaNa De Luxe;The Tinsel Rack;Sorella;Impression;Romensa;WEIXINBUY;Alescere;Taiwan Collection;DEAR STALKER;Q-T Intimates;Keep Wear;Our Bralette Club;Carrislabelle;Fulljion;PANDORA VIVIEN;OEM;
11489,Shapewear,Material,Nylon;Polyester;Cotton;Spandex;Silk;Rayon;Linen;Lycra;Denim;Leather;Chiffon;
11489,Shapewear,Shapewear Concern,All Over Solutions;Bottom Solutions;Top Solutions;Tummy Solutions;
