Category ID,Name,Has child,Parent ID,Attributes,,,,,,,
11185,Printers & Scanners,FALSE,649,Brand,Model,Double Sided Printing,Input Tray Capacity,Print Speed,Mono/Color,Warranty Period,
11186,Projectors,FALSE,649,Brand,Model,Image Brightness,Weight,Warranty Period,,,
11187,Ink & Toners,FALSE,649,Brand,Model,Warranty Period,,,,,
651,Computer Accessories,TRUE,9,,,,,,,,
4711,Others,FALSE,651,Brand,,,,,,,
11211,External DVD Drives,FALSE,651,Brand,Drive Type,Warranty Period,,,,,
10991,Adapters & Cables,FALSE,651,Brand,Model,Warranty Period,,,,,
10992,Cases & Bags,FALSE,651,Brand,Material,Size,,,,,
10993,Decal & Protectors,FALSE,651,Brand,Size,,,,,,
10994,Mousepads,FALSE,651,Brand,Material,Size,,,,,
10995,Cooling Pads & Stands,FALSE,651,Brand,Size,Warranty Period,,,,,
13599,USB Hubs,FALSE,651,Brand,Ports,USB Type,Has Card Reader,,,,
2321,Desktops,TRUE,9,,,,,,,,
4714,Others,FALSE,2321,Brand,,,,,,,
10978,Desktop PC,FALSE,2321,Brand,Processor,Memory,Storage,Graphics Card,Operating System,Warranty Period,
10979,All-In-One PC,FALSE,2321,Brand,Processor,Memory,Storage,Graphics Card,Operating System,Warranty Period,
10980,Gaming PC,FALSE,2321,Brand,Processor,Memory,Storage,Graphics Card,Operating System,Warranty Period,
10981,Workstations,FALSE,2321,Brand,Processor,Memory,Storage,Graphics Card,Operating System,Warranty Period,
193,Others,FALSE,9,,,,,,,,
4710,Others,FALSE,193,Brand,,,,,,,
11073,Software,TRUE,9,,,,,,,,
11074,Others,FALSE,11073,Brand,Model,License Type,Physical Media,,,,
11075,Operating System,FALSE,11073,Brand,Model,License Type,Physical Media,,,,
11076,Productivity,FALSE,11073,Brand,Model,License Type,Physical Media,,,,
11077,Security,FALSE,11073,Brand,Model,License Type,Physical Media,,,,
10982,Computer Peripherals,TRUE,9,,,,,,,,
10983,Others,FALSE,10982,Brand,,,,,,,
10984,Keyboards,FALSE,10982,Brand,Model,Switch Type,Numpad,Backlight,Warranty Period,,
10985,Gaming Keyboards,FALSE,10982,Brand,Model,Switch Type,Numpad,Backlight,Warranty Period,,
10986,Mice,FALSE,10982,Brand,Model,Connectivity,Backlight,Warranty Period,,,
10987,Gaming Mice,FALSE,10982,Brand,Model,Connectivity,Backlight,Warranty Period,,,
10988,M/KB Combos,FALSE,10982,Brand,Model,Connectivity,Backlight,Warranty Period,,,
10989,Monitors,FALSE,10982,Brand,Model,Display Size,Display Resolution,Video Standards,Response Time,Panel Type,Warranty Period
14264,Webcams,FALSE,10982,Brand,,,,,,,
10,Design & Crafts,TRUE,0,,,,,,,,
661,Craft Supplies,TRUE,10,,,,,,,,
6524,Paper,FALSE,661,Brand,Size,,,,,,
6525,Washi Tape,FALSE,661,Brand,Pattern,,,,,,
6526,Stamp,FALSE,661,Type,Brand,,,,,,
4620,Others,FALSE,661,Brand,,,,,,,
667,Cards,FALSE,10,,,,,,,,
4618,Others,FALSE,667,Brand,,,,,,,
669,Posters & Prints,FALSE,10,,,,,,,,
4617,Others,FALSE,669,Brand,,,,,,,
673,Notebooks,FALSE,10,,,,,,,,
4616,Others,FALSE,673,Brand,,,,,,,
675,Gifts,FALSE,10,,,,,,,,
4615,Others,FALSE,675,Brand,,,,,,,
677,Handmade,FALSE,10,,,,,,,,
4614,Others,FALSE,677,Brand,,,,,,,
2384,Party Goods,FALSE,10,,,,,,,,
4613,Others,FALSE,2384,Brand,,,,,,,
2711,Stickers,FALSE,10,,,,,,,,
4609,Others,FALSE,2711,Brand,,,,,,,
2712,Jewelry Craft,FALSE,10,,,,,,,,
4610,Others,FALSE,2712,Brand,,,,,,,
2713,Wedding,FALSE,10,,,,,,,,
4612,Others,FALSE,2713,Brand,,,,,,,
2714,Bouquet,FALSE,10,,,,,,,,
4611,Others,FALSE,2714,Brand,,,,,,,
199,Others,FALSE,10,,,,,,,,
4608,Others,FALSE,199,Brand,,,,,,,
11,Home & Living,TRUE,0,,,,,,,,
689,Furniture,TRUE,11,,,,,,,,
6697,Sofa,FALSE,689,Dimension,Colour,Material,Brand,,,,
6698,Table,FALSE,689,Dimension,Colour,Material,Type,Brand,,,
6700,Chair,FALSE,689,Dimension,Colour,Material,Type,Brand,,,
6710,Bed,FALSE,689,Dimension,Hardness level,Material,Size,Brand,,,
6711,Storage,FALSE,689,Dimension,Colour,Material,Type,Brand,,,
4701,Others,FALSE,689,Brand,,,,,,,
693,Beddings,TRUE,11,,,,,,,,
6690,Pillow,FALSE,693,Type,Dimension,Brand,,,,,
6691,Bedsheet,FALSE,693,Type,Size,Brand,,,,,
6694,Blanket,FALSE,693,Dimension,Material,Brand,,,,,
6696,Cover,FALSE,693,Type,Dimension,Brand,,,,,
4703,Others,FALSE,693,Brand,,,,,,,
695,Home Decor,TRUE,11,,,,,,,,
6713,Cushion,FALSE,695,Dimension,Type,Brand,,,,,
6714,Clock,FALSE,695,Dimension,Type,Brand,,,,,
6715,Vintage Decor,FALSE,695,Dimension,Brand,,,,,,
6716,Light,FALSE,695,Type,Length,Brand,,,,,
4704,Others,FALSE,695,Brand,,,,,,,
10582,Wallpaper,FALSE,695,Brand,Length,Material,,,,,
10583,Wall Art,FALSE,695,Brand,Size,With Frame,,,,,
10931,Home Organizer,FALSE,695,Brand,Type,,,,,,
697,Kitchen & Dining,TRUE,11,,,,,,,,
6720,Plate,FALSE,697,Material,Dimension,Brand,,,,,
6722,Pan,FALSE,697,Brand,Material,Size,Type,,,,
6723,Pot,FALSE,697,Brand,Material,Size,Type,,,,
6724,Cup,FALSE,697,Material,Dimension,Brand,,,,,
6725,Baking Tool,FALSE,697,Material,Brand,,,,,,
6726,Tumblers,FALSE,697,Brand,Material,Size,,,,,
6727,Tableware,FALSE,697,Brand,Material,Type,,,,,
4708,Others,FALSE,697,Brand,,,,,,,
10596,Food Storage,FALSE,697,Brand,Type,Pcs / pack,,,,,
711,Bathroom,TRUE,11,,,,,,,,
6686,Towel,FALSE,711,Material,Type,Dimension,Brand,,,,
6688,Holder,FALSE,711,Dimension,Material,Brand,,,,,
6689,Water Heater,FALSE,711,Brand,Safety Mark,,,,,,
4705,Others,FALSE,711,Brand,,,,,,,
10314,Oral Care,FALSE,711,Brand,,,,,,,
10927,Bathroom Storage,FALSE,711,Brand,Type,,,,,,
10928,Clothes Organizer,FALSE,711,Brand,Type,,,,,,
10929,Shower Accessories,FALSE,711,Brand,Type,,,,,,
10930,Bathroom Accessories,FALSE,711,Brand,Type,,,,,,
2317,Cleaning supplies,TRUE,11,,,,,,,,
4707,Others,FALSE,2317,Brand,,,,,,,
10589,Tissue & Wipes,FALSE,2317,Brand,Number of ply,Sheets / pack,Wet / Dry,,,,
10590,Detergents,FALSE,2317,Brand,Type,Volume,,,,,
10591,Softeners,FALSE,2317,Brand,Volume,,,,,,
10592,Dishwashing,FALSE,2317,Brand,Volume,,,,,,
10594,Floor Cleaner,FALSE,2317,Brand,Volume,,,,,,
10595,Cleaning Tools,FALSE,2317,Brand,Type,,,,,,
2318,Aromatherapy,TRUE,11,,,,,,,,
4699,Others,FALSE,2318,Brand,,,,,,,
10584,Essential Oils,FALSE,2318,Brand,Volume,Scent,,,,,
10585,Humidifiers,FALSE,2318,Brand,USB powered,Tank capacity,Warranty,,,,
10586,Diffusers,FALSE,2318,Brand,USB powered,Tank capacity,Warranty,,,,
10587,Air Fresheners,FALSE,2318,Brand,Volume,,,,,,
10588,Scented Candles,FALSE,2318,Brand,Scent,Burning time,,,,,
194,Others,FALSE,11,,,,,,,,
4696,Others,FALSE,194,Brand,,,,,,,
9648,Stationery,TRUE,11,,,,,,,,
9649,Others,FALSE,9648,Brand,,,,,,,
9656,Pencil case,FALSE,9648,Brand,,,,,,,
9657,Pen,FALSE,9648,Brand,Type,Color,,,,,
9658,Pencil,FALSE,9648,Brand,Type,,,,,,
9659,Bookmark,FALSE,9648,Brand,,,,,,,
9660,Post-it,FALSE,9648,Brand,,,,,,,
9661,Mailer Bag,FALSE,9648,Brand,Size (cm),Surface,,,,,
10249,Security & Surveillance,TRUE,11,,,,,,,,
10250,Others,FALSE,10249,,,,,,,,
10577,Safe Box,FALSE,10249,Brand,Capacity,,,,,,
10578,IP Camera,FALSE,10249,Brand,Viewing Angle,Night Vision,Warranty,,,,
10579,CCTV,FALSE,10249,Brand,Viewing Angle,Night Vision,Warranty,,,,
10580,Digital Lock,FALSE,10249,Brand,Type,Warranty,RFID Card / Tag,Installation included,,,
10581,Security Alarm,FALSE,10249,Brand,Warranty,,,,,,
10932,Outdoor & Gardening,TRUE,11,,,,,,,,
10933,Others,FALSE,10932,,,,,,,,
10934,Mosquito Repellents,FALSE,10932,Brand,Type,,,,,,
10935,Umbrellas,FALSE,10932,Brand,Type,Material,,,,,
10936,Raincoats,FALSE,10932,Brand,Type,,,,,,
10937,Hammocks,FALSE,10932,Brand,Type,Size,,,,,
10938,Gardening Tools,FALSE,10932,Brand,Type,,,,,,
14,Games & Hobbies,TRUE,0,,,,,,,,
721,Consoles & Accessories,TRUE,14,,,,,,,,
6677,XBox Console,FALSE,721,Brand,Model,Type,,,,,
6678,PS4 Console,FALSE,721,Brand,Model,Type,,,,,
6679,Wii Console,FALSE,721,Brand,Model,Type,,,,,
6680,3DS Console,FALSE,721,Brand,Model,Type,,,,,
6683,PS3 Console,FALSE,721,Brand,Model,Type,,,,,
4731,Others,FALSE,721,Brand,,,,,,,
12923,Switch,FALSE,721,Brand,,,,,,,
723,Video Games,TRUE,14,,,,,,,,
6633,PS4 Games,FALSE,723,Brand,Model,Age Suitability,Region,,,,
6634,XBox Games,FALSE,723,Brand,Model,Age Suitability,,,,,
6636,3DS Games,FALSE,723,Brand,Model,Age Suitability,,,,,
6638,PS3 Games,FALSE,723,Brand,,,,,,,
4730,Others,FALSE,723,Brand,,,,,,,
9900,PC Games,FALSE,723,Brand,Age Suitability,,,,,,
12924,Switch Games,FALSE,723,Brand,,,,,,,
12925,Wii Games,FALSE,723,Brand,,,,,,,
725,Blocks & Building Toys,TRUE,14,,,,,,,,
6646,Lego,FALSE,725,Brand,Series,Model,,,,,
6648,Nanoblock,FALSE,725,Brand,Series,Model,,,,,
6649,Gundam,FALSE,725,Brand,Type,Scale,Grade,,,,
6650,Puzzle,FALSE,725,Brand,,,,,,,
7583,LOZ,FALSE,725,Brand,Series,Model,,,,,
4732,Others,FALSE,725,Brand,,,,,,,
733,Collectible Figurines,TRUE,14,,,,,,,,
6665,Hot Toys,FALSE,733,Brand,Scale,,,,,,
6666,Funko Pop,FALSE,733,Brand,Series,Category,,,,,
6667,Plush Toys,FALSE,733,Brand,,,,,,,
6668,Bandai,FALSE,733,Brand,Series,Type,,,,,
6669,Minifigures,FALSE,733,Brand,Series,,,,,,
4729,Others,FALSE,733,Brand,,,,,,,
12927,Vehicle Models,FALSE,733,Brand,,,,,,,
12928,Action Figures,FALSE,733,Brand,,,,,,,
12929,Display & Model Tools,FALSE,733,Brand,,,,,,,
2315,Antiques & Collectibles,TRUE,14,,,,,,,,
4725,Others,FALSE,2315,Brand,,,,,,,
12984,Antiques,FALSE,2315,Brand,,,,,,,
12985,Stamps,FALSE,2315,Brand,,,,,,,
12986,Currencies,FALSE,2315,Brand,,,,,,,
2316,Card & Board Games,TRUE,14,,,,,,,,
4727,Others,FALSE,2316,Brand,,,,,,,
12930,Trading Card Games,FALSE,2316,Brand,,,,,,,
12931,Card Sleeves & Deck Boxes,FALSE,2316,Brand,,,,,,,
12932,Board Games,FALSE,2316,Brand,,,,,,,
12933,Party & Card Games,FALSE,2316,Brand,,,,,,,
2786,Game & Pop Merchandise,TRUE,14,,,,,,,,
4728,Others,FALSE,2786,Brand,,,,,,,
13598,Collectibles,FALSE,2786,Brand,,,,,,,
14254,Pokémon Merchandise,FALSE,2786,Brand,,,,,,,
12987,Posters,FALSE,2786,Brand,,,,,,,
12988,Apparel,FALSE,2786,,,,,,,,
12989,Albums & Records,FALSE,2786,,,,,,,,
197,Others,FALSE,14,,,,,,,,
4724,Others,FALSE,197,Brand,,,,,,,
13656,Camera & Accessories,TRUE,14,,,,,,,,
13861,Others,FALSE,13656,Brand,,,,,,,
13657,Cameras,FALSE,13656,,,,,,,,
13658,Instant,FALSE,13656,Brand,,,,,,,
13659,Action Cameras,FALSE,13656,,,,,,,,
13661,Drone & Accessories,FALSE,13656,Brand,,,,,,,
13662,Car Cameras,FALSE,13656,Brand,,,,,,,
13667,Camera Accessories,FALSE,13656,Brand,,,,,,,
13665,Darts,TRUE,14,,,,,,,,
13864,Tips,FALSE,13665,Brand,,,,,,,
13865,Others,FALSE,13665,,,,,,,,
13666,Flight & Shafts,FALSE,13665,,,,,,,,
13668, Accessories,FALSE,13665,Brand,,,,,,,
13669,Music,FALSE,14,,,,,,,,
13670,Default,FALSE,13669,Brand,,,,,,,
13671,Cue Sports,FALSE,14,,,,,,,,
13672,Default,FALSE,13671,Brand,,,,,,,
12921,Novelty & Desk Toys,TRUE,14,,,,,,,,
12922,Novelty Toys,FALSE,12921,,,,,,,,
12934,Fidget Toys,FALSE,12921,,,,,,,,
12935,Rubiks Cubes,FALSE,12921,Brand,,,,,,,
12936,Yoyos & Kendamas,FALSE,12921,Brand,,,,,,,
12937,Desk Toys,FALSE,12921,Brand,,,,,,,
12,"Toys, Kids & Babies",TRUE,0,,,,,,,,
769,Baby & Toddler Fashion,TRUE,12,,,,,,,,
6782,Baby Shoes,FALSE,769,Brand,Color,Size,Material,Gender,Age,,
6786,Baby Socks,FALSE,769,Brand,Color,Gender,Age,,,,
6787,Baby Rompers,FALSE,769,Brand,Color,Gender,Material,Age,,,
4694,Others,FALSE,769,Brand,,,,,,,
14119,Baby Tops,FALSE,769,Brand,,,,,,,
14120,Baby Bottoms,FALSE,769,Brand,,,,,,,
11568,Baby Accessories,FALSE,769,Brand,Gender,Age,,,,,
11569,Baby Sets & Bundles,FALSE,769,Brand,Gender,Age,,,,,
11573,Baby Swimwear,FALSE,769,Brand,Gender,Age,,,,,
14053,Baby Sleepwear,FALSE,769,,,,,,,,
14055,Baby Underwear,FALSE,769,,,,,,,,
773,Kids' Fashion,TRUE,12,,,,,,,,
6828,Kids' Shoes,FALSE,773,Brand,Color,Material,Age,Gender,,,
6834,Kids' Socks,FALSE,773,Brand,Color,Material,Age,Gender,,,
4695,Others,FALSE,773,Brand,,,,,,,
11575,Kids' Outerwear,FALSE,773,Brand,Age,Gender,,,,,
11576,Kids' Sleepwear,FALSE,773,Brand,Age,Gender,,,,,
11580,Kids' Underwear,FALSE,773,Brand,Age,Gender,,,,,
11581,Kids' Swimwear,FALSE,773,Brand,Age,Gender,,,,,
747,Gift Sets,FALSE,12,,,,,,,,
4686,Others,FALSE,747,Brand,,,,,,,
751,Learning & Education,TRUE,12,,,,,,,,
4687,Others,FALSE,751,Brand,,,,,,,
11622,Books,FALSE,751,Brand,Age,,,,,,
11623,Puzzles,FALSE,751,Brand,Age,,,,,,
11625,Educational Supplies,FALSE,751,Brand,Age,,,,,,
11626,Flash Cards,FALSE,751,Brand,Age,,,,,,
11627,Electronic Learning Products,FALSE,751,Brand,Age,,,,,,
11628,Stickers,FALSE,751,Brand,Age,,,,,,
753,Maternity Products,TRUE,12,,,,,,,,
3723,Others,FALSE,753,Brand,,,,,,,
10027,Maternity Accessories,FALSE,753,Brand,,,,,,,
11639,Post-partum Care,FALSE,753,Brand,,,,,,,
11640,Prenatal Monitoring Devices,FALSE,753,Brand,Power Source,,,,,,
755,Baby Gear,TRUE,12,,,,,,,,
6792,Baby Stroller,FALSE,755,Brand,Type,Warranty,Maximum Weight Recommendation,Portability,Age,,
6793,Baby Carrier,FALSE,755,Brand,Material,Warranty,Maximum Weight Recommendation,Portability,Age,,
6794,Playmat,FALSE,755,Age,Material,Brand,,,,,
4688,Others,FALSE,755,Brand,,,,,,,
11583,Car Seats,FALSE,755,Brand,Warranty,Maximum Weight Recommendation,Portability,Car Seat Type,Age,,
11585,Harnesses & Leashes,FALSE,755,Brand,Warranty,Age,,,,,
11586,Playards,FALSE,755,Brand,Warranty,Age,,,,,
11587,Stroller Accessories,FALSE,755,Brand,Warranty,Age,,,,,
11589,Walkers,FALSE,755,Brand,Warranty,Maximum Weight Recommendation,Portability,Age,,,
757,Toys & Games,TRUE,12,,,,,,,,
6841,Basic and Life Skills Toys,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
6844,Dolls & Accessories,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
6845,Stuffed Animals & Plush,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
6846,"Tricycles, Scooters & Wagons",FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
4689,Others,FALSE,757,Brand,,,,,,,
10207,Educational Toys,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
10208,Musical Toys,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
10209,Remote Control Toys,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
11674,Arts & Crafts,FALSE,757,Brand,,,,,,,
11675,Baby & Toddler Toys,FALSE,757,Brand,,,,,,,
11676,Costumes,FALSE,757,Brand,,,,,,,
11677,Electronics for Kids,FALSE,757,Brand,,,,,,,
11679,Sensory Toys,FALSE,757,Brand,Age,Material,Warranty,PVC-free,Lead-free,,
761,Bath & Baby Care,TRUE,12,,,,,,,,
6801,Bath Accessories & Toys,FALSE,761,Brand,Age,Origin,Net Capacity,,,,
6802,Body Wash & Shampoo,FALSE,761,Brand,Type,Origin,Net Capacity,,,,
4691,Others,FALSE,761,Brand,,,,,,,
11605,Oral Care,FALSE,761,Brand,,,,,,,
11606,Bathing Tubs & Seats,FALSE,761,Brand,,,,,,,
11607,Bathroom Safety,FALSE,761,Brand,,,,,,,
11608,Ointments & Lotions,FALSE,761,Brand,,,,,,,
11609,Baby Wipes,FALSE,761,Brand,,,,,,,
11610,Wash Cloths,FALSE,761,Brand,,,,,,,
11611,Towels,FALSE,761,Brand,,,,,,,
763,Feeding & Nursing,TRUE,12,,,,,,,,
6822,Bottle-Feeding,FALSE,763,Dimension,Material,Brand,,,,,
6824,Baby Food,FALSE,763,Brand,,,,,,,
6825,Bibs & Burp Cloths,FALSE,763,Material,Features,Brand,,,,,
6826,Chair & Seat,FALSE,763,Brand,Dimension,Features,,,,,
4692,Others,FALSE,763,Brand,,,,,,,
11591,Children's Tableware,FALSE,763,Brand,Material,PVC-free,Lead-free,BPA-free,,,
11593,Breastfeeding,FALSE,763,Brand,Material,Power Source,Pump Grade,Pump Type,,,
11595,Food Storage,FALSE,763,Brand,PVC-free,Lead-free,BPA-free,,,,
11596,Milk Formulas,FALSE,763,Brand,,,,,,,
11597,Gift Sets,FALSE,763,Brand,,,,,,,
11598,Pacifiers & Accessories,FALSE,763,Brand,Material,PVC-free,Lead-free,BPA-free,,,
11599,Baby Supplements,FALSE,763,Brand,,,,,,,
14058,Swaddles,FALSE,763,Brand,,,,,,,
767,Diapers & Potties,TRUE,12,,,,,,,,
6806,Potties,FALSE,767,Brand,Dimension,,,,,,
6809,Changing Pads,FALSE,767,Brand,Dimension,,,,,,
4693,Others,FALSE,767,Brand,,,,,,,
11612,Cloth Diaper Accessories,FALSE,767,Brand,,,,,,,
11613,Cloth Diapers,FALSE,767,Brand,Diaper Size,Diaper Type,,,,,
11615,Disposable Diapers,FALSE,767,Brand,Diaper Size,Diaper Type,,,,,
11616,Diaper Bags & Accessories,FALSE,767,Brand,Size,,,,,,
11620,Swim Diapers,FALSE,767,Brand,Diaper Size,Diaper Type,,,,,
2325,Nursery,TRUE,12,,,,,,,,
4685,Others,FALSE,2325,Brand,,,,,,,
11629,"Beds, Cots & Bedding",FALSE,2325,Brand,Weight (kg),,,,,,
11630,Dressers & Changing Units,FALSE,2325,Brand,Weight (kg),,,,,,
11631,Nursery Decor,FALSE,2325,Brand,Weight (kg),,,,,,
11632,Pillows & Bolsters,FALSE,2325,Brand,Weight (kg),Material,,,,,
11633,Gift Sets,FALSE,2325,Brand,Weight (kg),,,,,,
11634,Hangers,FALSE,2325,Brand,Weight (kg),,,,,,
190,Others,FALSE,12,,,,,,,,
4684,Others,FALSE,190,Brand,,,,,,,
11643,Maternity Fashion,TRUE,12,,,,,,,,
11644,Others,FALSE,11643,Brand,,,,,,,
11645,Maternity Bras,FALSE,11643,Brand,Material,,,,,,
11646,Maternity Bottoms,FALSE,11643,Brand,Material,,,,,,
11647,Maternity Underwear,FALSE,11643,Brand,Material,,,,,,
11648,Maternity Tops,FALSE,11643,Brand,Material,,,,,,
11649,Maternity Dresses,FALSE,11643,Brand,Material,,,,,,
11650,Maternity Outerwear,FALSE,11643,Brand,Material,,,,,,
11651,Baby Safety,TRUE,12,,,,,,,,
11652,Others,FALSE,11651,Brand,,,,,,,
11653,Cabinet Locks & Straps,FALSE,11651,Brand,,,,,,,
11654,Bathroom Safety,FALSE,11651,Brand,,,,,,,
11655,Crib Netting,FALSE,11651,Brand,,,,,,,
11656,Edge & Corner Guards,FALSE,11651,Brand,,,,,,,
11658,Gates & Doorways,FALSE,11651,Brand,,,,,,,
11659,Monitors,FALSE,11651,Brand,,,,,,,
14056,Kids' Accessories,TRUE,12,,,,,,,,
14139,Others,FALSE,14056,Brand,,,,,,,
14064,Kids' Watches,FALSE,14056,,,,,,,,
14065,Kids' Bags,FALSE,14056,,,,,,,,
14070,Kids' Jewellery and Accessories,FALSE,14056,,,,,,,,
13,Sports & Outdoors,TRUE,0,,,,,,,,
779,Sports Equipment,TRUE,13,,,,,,,,
6374,Gym & Fitness,FALSE,779,Manufacturer,Brand,Material,Dimensions,,,,
6375,Rackets,FALSE,779,Manufacturer,Brand,Material,Dimensions,,,,
6376,Yoga,FALSE,779,Manufacturer,Brand,Material,Dimensions,,,,
4665,Others,FALSE,779,Brand,,,,,,,
13866,Ball Sports,FALSE,779,Brand,,,,,,,
13867,Bottles,FALSE,779,Brand,,,,,,,
2324,Sports Nutrition,FALSE,13,,,,,,,,
4660,Others,FALSE,2324,Brand,,,,,,,
2406,Recovery & Protection,FALSE,13,,,,,,,,
4658,Others,FALSE,2406,Brand,,,,,,,
2716,Scooters & Hoverboards,TRUE,13,,,,,,,,
6378,Scooter,FALSE,2716,Manufacturer,Colour,Battery,Brand,,,,
6379,Hoverboard,FALSE,2716,Manufacturer,Colour,Battery,Brand,Safety Mark,,,
6380,Electric scooter,FALSE,2716,Manufacturer,Colour,Battery,Brand,Safety Mark,,,
6381,Equipment Parts,FALSE,2716,Manufacturer,Brand,Safety Mark,,,,,
4664,Others,FALSE,2716,Brand,,,,,,,
191,Others,FALSE,13,,,,,,,,
4657,Others,FALSE,191,Brand,,,,,,,
13868,Outdoor Activities,TRUE,13,,,,,,,,
13869,Fishing,FALSE,13868,,,,,,,,
13870,Kites,FALSE,13868,Brand,,,,,,,
13871,Camping,FALSE,13868,Brand,,,,,,,
13872,Cycling,FALSE,13868,Brand,,,,,,,
13873,Swimming,FALSE,13868,Brand,,,,,,,
13874,Others,FALSE,13868,Brand,,,,,,,
166,Tickets & Vouchers,TRUE,0,,,,,,,,
815,Leisure,TRUE,166,,,,,,,,
7023,Spa Voucher,FALSE,815,Value,Validity,Brand,,,,,
7024,Resort Voucher,FALSE,815,Value,Validity,Brand,,,,,
7025,Concert Ticket,FALSE,815,Value,Validity,Brand,,,,,
7026,Ride Ticket,FALSE,815,Value,Validity,Brand,,,,,
4592,Others,FALSE,815,Brand,,,,,,,
817,Retail,TRUE,166,,,,,,,,
7018,Shopping Vouchers,FALSE,817,Type,Value,Validity,Brand,,,,
7020,Food Vouchers,FALSE,817,Type,Value,Validity,Brand,,,,
7021,Gift Card,FALSE,817,Type,Value,Validity,Brand,,,,
7022,ezlink,FALSE,817,Type,Value,Validity,Brand,,,,
4593,Others,FALSE,817,Brand,,,,,,,
186,Others,FALSE,166,,,,,,,,
4591,Others,FALSE,186,Brand,,,,,,,
2414,Home Appliances,TRUE,0,,,,,,,,
2416,Kitchen Appliances,TRUE,2414,,,,,,,,
6872,Cooker,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6873,Kettle,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6874,Coffee Machine,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6875,Blender,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6876,Oven,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6878,Hob,FALSE,2416,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
4656,Others,FALSE,2416,Brand,,,,,,,
2417,Housekeeping & Improvement,TRUE,2414,,,,,,,,
7118,Mop,FALSE,2417,Brand,Color,Origin,Wattage,Warranty,,,
6879,Vacuum,FALSE,2417,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6880,Robot,FALSE,2417,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
4655,Others,FALSE,2417,Brand,,,,,,,
10251,Power Tools & Accessories,FALSE,2417,Brand,,,,,,,
2418,Garment Care,TRUE,2414,,,,,,,,
6883,Iron,FALSE,2418,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6885,Sewing machine,FALSE,2418,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6886,Washing machine,FALSE,2418,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
4654,Others,FALSE,2418,Brand,,,,,,,
2419,Cooling,TRUE,2414,,,,,,,,
6887,Fan,FALSE,2419,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6888,Aircon,FALSE,2419,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6889,Humidifier,FALSE,2419,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
4653,Others,FALSE,2419,Brand,,,,,,,
2420,Entertainment,TRUE,2414,,,,,,,,
6890,TV,FALSE,2420,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6891,Video Players,FALSE,2420,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
6892,Audio,FALSE,2420,Brand,Color,Origin,Wattage,Warranty,Safety Mark,,
4652,Others,FALSE,2420,Brand,,,,,,,
2415,Others,FALSE,2414,,,,,,,,
4651,Others,FALSE,2415,Brand,,,,,,,
167,Pet Accessories,TRUE,0,,,,,,,,
821,Pet Food,TRUE,167,,,,,,,,
7049,Dog Food,FALSE,821,Type,Weight,Brand,,,,,
7051,Cat Food,FALSE,821,Type,Weight,Brand,,,,,
7052,Fish Food,FALSE,821,Type,Weight,Brand,,,,,
7053,Small Animals Food,FALSE,821,Type,Weight,Brand,,,,,
7054,Treats,FALSE,821,Type,Weight,Brand,,,,,
4607,Others,FALSE,821,Brand,,,,,,,
823,Pet Fashion,TRUE,167,,,,,,,,
7044,Clothes,FALSE,823,Type,Size,Measurements,Brand,Color,,,
7046,Pet Accessories,FALSE,823,Type,Size,Measurements,Brand,Color,,,
7047,Pet Carrier,FALSE,823,Type,Size,Measurements,Brand,Color,,,
7048,Pet Harness,FALSE,823,Type,Size,Measurements,Brand,Color,,,
4606,Others,FALSE,823,Brand,,,,,,,
2327,Pet Furniture,TRUE,167,,,,,,,,
7055,Pet Bed,FALSE,2327,Type,Pet Size,Dimensions,Material,Brand,,,
7057,Cage,FALSE,2327,Type,Pet Size,Dimensions,Material,Brand,,,
7058,Aquarium,FALSE,2327,Type,Pet Size,Dimensions,Material,Brand,,,
7059,Pet Feeder,FALSE,2327,Type,Pet Size,Dimensions,Material,Brand,,,
7060,Pet Climber,FALSE,2327,Type,Pet Size,Dimensions,Material,Brand,,,
4602,Others,FALSE,2327,Brand,,,,,,,
