"Item SKU","Item Name","Item Description (short)","Item UOM","Physical Quantity (Good)","Physical Quantity (Damaged)","Quantity on-hold"
K-294824x2,"ATTACK PLUS SOFTENER (FLORAL ROMANCE) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 2)",,PIECES,971,0,0
K-294824x3,"ATTACK PLUS SOFTENER (FLORAL ROMANCE) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 3)",,PIECES,647,0,0
K-294824x4,"ATTACK PLUS SOFTENER (FLORAL ROMANCE) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 4)",,PIECES,485,0,0
K-294819,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 1.4KG","ATTACK PLUS SOFTENER (SWEET FLORAL)",PIECES,4980,0,0
K-294819x2,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 2)",,PIECES,2490,0,0
K-294819x3,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 3)",,PIECES,1660,0,0
K-294819x4,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 1.4KG (SET OF 4)",,PIECES,1245,0,0
K-294820,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 2.8KG",,PIECES,4651,0,0
K-294820x2,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 2.8KG (SET OF 2)",,PIECES,2325,0,0
K-294820x3,"ATTACK PLUS SOFTENER (SWEET FLORAL) POWDER LAUNDRY DETERGENT 2.8KG (SET OF 3)",,PIECES,1550,0,0
K-295948+295945,"ATTACK PLUS SOFTENER LIQUID (1 BOTTLE + 1 REFILL)",,PIECES,5501,0,0
K-295948,"ATTACK PLUS SOFTENER LIQUID LAUNDRY DETERGENT 3.6KG",,PIECES,5501,0,0
K-295948x2,"ATTACK PLUS SOFTENER LIQUID LAUNDRY DETERGENT 3.6KG (SET OF 2)",,PIECES,2750,0,0
K-295945x2,"ATTACK PLUS SOFTENER LIQUID LAUNDRY DETERGENT REFILL 1.4KG (SET OF 2)",,PIECES,3059,0,0
K-295945x3,"ATTACK PLUS SOFTENER LIQUID LAUNDRY DETERGENT REFILL 1.4KG (SET OF 3)",,PIECES,2039,0,0
K-597702,"ATTACK QUICK CLEAN LAUNDRY DETERGENT 400G",,PIECES,1598,0,0
K-597702X2,"ATTACK QUICK CLEAN LAUNDRY DETERGENT 400G (SET OF 2)",,PIECES,799,0,0
K-597703,"ATTACK QUICK CLEAN LAUNDRY DETERGENT REFILL 360G",,PIECES,2106,0,0
K-597703x2,"ATTACK QUICK CLEAN LAUNDRY DETERGENT REFILL 360G (SET OF 2)",,PIECES,1053,0,0
K-597702+597703,"ATTACK QUICK CLEAN LAUNDRY DETERGENT SET (1 BOTTLE + 1 REFILL)",,PIECES,1598,0,0
K-295918+295914,"ATTACK ULTRA POWER LIQUID (1 BOTTLE + 1 REFILL) ",,PIECES,6353,0,0
K-295918,"ATTACK ULTRA POWER LIQUID LAUNDRY DETERGENT 4KG",,PIECES,6353,0,0
K-295918x2,"ATTACK ULTRA POWER LIQUID LAUNDRY DETERGENT 4KG (SET OF 2)",,PIECES,3176,0,0
K-295914x2,"ATTACK ULTRA POWER LIQUID LAUNDRY DETERGENT REFILL 1.6KG (SET OF 2)",,PIECES,3357,0,0
K-295914x3,"ATTACK ULTRA POWER LIQUID LAUNDRY DETERGENT REFILL 1.6KG (SET OF 3)",,PIECES,2238,0,0
K-288640,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 1.6KG",,PIECES,8270,0,0
K-288640x2,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 1.6KG (SET OF 2)",,PIECES,4135,0,0
K-288640x3,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 1.6KG (SET OF 3)",,PIECES,2756,0,0
K-288640x4,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 1.6KG (SET OF 4)",,PIECES,2067,0,0
K-288642,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 3KG",,PIECES,2181,0,0
K-288642x2,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 3KG (SET OF 2)",,PIECES,1090,0,0
K-288642x3,"ATTACK ULTRA POWER POWDER LAUNDRY DETERGENT 3KG (SET OF 3)",,PIECES,727,0,0
K-278185,"FLOOR MAGICLEAN CRYSTAL SHINE 1.8L",,PIECES,5588,0,0
K-278185x2,"FLOOR MAGICLEAN CRYSTAL SHINE 1.8L (SET OF 2)",,PIECES,2794,0,0
K-285678,"FLOOR MAGICLEAN FLOWER BLISS 2L",,PIECES,3101,0,0
K-285678x2,"FLOOR MAGICLEAN FLOWER BLISS 2L (SET OF 2)",,PIECES,1550,0,0
K-285677,"FLOOR MAGICLEAN FRESH FLORAL 2L",,PIECES,6541,0,0
K-285677x2,"FLOOR MAGICLEAN FRESH FLORAL 2L (SET OF 2)",,PIECES,3270,0,0
K-285675,"FLOOR MAGICLEAN GREEN APPLE 2L",,PIECES,3794,0,0
K-285675x2,"FLOOR MAGICLEAN GREEN APPLE 2L (SET OF 2)",,PIECES,1897,0,1
K-285674,"FLOOR MAGICLEAN LAVENDER 2L",,PIECES,8734,0,0
K-285674x2,"FLOOR MAGICLEAN LAVENDER 2L (SET OF 2)",,PIECES,4367,0,0
K-285676,"FLOOR MAGICLEAN LEMON 2L",,PIECES,8924,0,0
K-285676x2,"FLOOR MAGICLEAN LEMON 2L (SET OF 2)",,PIECES,4462,0,2
K-285685,"FLOOR MAGICLEAN MINTY COOL 2L",,PIECES,2199,0,0
K-285685X2,"FLOOR MAGICLEAN MINTY COOL 2L (SET OF 2)","FLOOR MAGICLEAN MINTY COOL 2L",PIECES,1099,0,0
K-193286x2,"KAO BLEACH 1.5L (SET OF 2)",,PIECES,8880,0,0
K-193286x3,"KAO BLEACH 1.5L (SET OF 3)",,PIECES,5920,0,0
K-193278x2,"KAO BLEACH FLORAL 1.5L (SET OF 2)",,PIECES,541,0,0
K-193278x3,"KAO BLEACH FLORAL 1.5L (SET OF 3)",,PIECES,360,0,0
K-193283x2,"KAO BLEACH LEMON 1.5L (SET OF 2)",,PIECES,0,0,0
K-193283x3,"KAO BLEACH LEMON 1.5L (SET OF 3)",,PIECES,0,0,0
K-402683,"KAO COLOUR BLEACH LIQUID 2L",,PIECES,19408,0,0
K-402683x2,"KAO COLOUR BLEACH LIQUID 2L (SET OF 2)",,PIECES,9704,0,0
K-402683x3,"KAO COLOUR BLEACH LIQUID 2L (SET OF 3)",,PIECES,6469,0,0
K-402683x4,"KAO COLOUR BLEACH LIQUID 2L (SET OF 4)",,PIECES,4852,0,0
K-402682,"KAO COLOUR BLEACH LIQUID 3L",,PIECES,8290,0,1
K-402682X2,"KAO COLOUR BLEACH LIQUID 3L (SET OF 2)","KAO COLOUR BLEACH LIQUID 3L",PIECES,4145,0,0
K-402682X3,"KAO COLOUR BLEACH LIQUID 3L (SET OF 3)","KAO COLOUR BLEACH LIQUID 3L",PIECES,2763,0,0
K-402682X4,"KAO COLOUR BLEACH LIQUID 3L (SET OF 4)","KAO COLOUR BLEACH LIQUID 3L",PIECES,2072,0,0
K-541995+541996,"MAGICLEAN BATHROOM BUNDLE PACK (1 TRIGGER + 1 REFILL)",,PIECES,7935,0,0
K-541996,"MAGICLEAN BATHROOM REFILL LEMON 500ML",,PIECES,12353,0,0
K-541996x12,"MAGICLEAN BATHROOM REFILL LEMON 500ML (CARTON OF 12)",,PIECES,514,0,0
K-541996x2,"MAGICLEAN BATHROOM REFILL LEMON 500ML (SET OF 2)",,PIECES,6176,0,0
K-541996x4,"MAGICLEAN BATHROOM REFILL LEMON 500ML (SET OF 4)",,PIECES,3088,0,0
K-541995,"MAGICLEAN BATHROOM TRIGGER LEMON 500ML",,PIECES,7935,0,0
K-541995x2,"MAGICLEAN BATHROOM TRIGGER LEMON 500ML (SET OF 2)",,PIECES,3967,0,0
K-541997+541998X2,"MAGICLEAN BATHROOM&TOILET LAVENDER BUNDLE PACK (TRIGGER + 2 REFILL)","MAGICLEAN BATHROOM&TOILET LAVENDER BUNDLE PACK",PIECES,6126,0,0
K-541997+541998,"MAGICLEAN BATHROOM&TOILET LAVENDER BUNDLE PACK (TRIGGER + REFILL)",,PIECES,6741,0,0
K-541998,"MAGICLEAN BATHROOM&TOILET LAVENDER REFILL 500ML",,PIECES,12253,0,0
K-541998x24,"MAGICLEAN BATHROOM&TOILET LAVENDER REFILL 500ML (CARTON OF 24)",,PIECES,510,0,0
K-541998x3,"MAGICLEAN BATHROOM&TOILET LAVENDER REFILL 500ML (SET OF 3)",,PIECES,4084,0,1
K-541997,"MAGICLEAN BATHROOM&TOILET LAVENDER TRIGGER 500ML",,PIECES,6741,0,0
K-541997x2,"MAGICLEAN BATHROOM&TOILET LAVENDER TRIGGER 500ML (SET OF 2)",,PIECES,3370,0,1
K-531091x3+535478x3,"MAGICLEAN DRY & WET BUNDLE SET (DRY SHEET 20S X 3 + WET SHEET 8S X 3)",,PIECES,12957,0,1
K-531090+288482,"MAGICLEAN DUST SET (1 WIPER MOP + 1 HANDY SYSTEM)",,PIECES,6175,0,0
K-531090+288483,"MAGICLEAN DUST SET EXTENDABLE (1 WIPER MOP + 1 HANDY SYSTEM EXTENDABLE)",,PIECES,9034,0,0
K-747819,"MAGICLEAN FABRIC FRESHENER FRESH & LIGHT 370ML ",,PIECES,2141,0,0
K-747819x3,"MAGICLEAN FABRIC FRESHENER FRESH & LIGHT 370ML  (Set of 3)",,PIECES,713,0,0
K-747819x12,"MAGICLEAN FABRIC FRESHENER FRESH & LIGHT 370ML (CARTON OF 12)",,PIECES,178,0,0
K-532895,"MAGICLEAN FABRIC FRESHENER PURE BLOSSOM 370ML",,PIECES,895,0,0
K-532895x12,"MAGICLEAN FABRIC FRESHENER PURE BLOSSOM 370ML (CARTON OF 12)",,PIECES,74,0,0
K-532895x3,"MAGICLEAN FABRIC FRESHENER PURE BLOSSOM 370ML (Set of 3)",,PIECES,298,0,0
K-585449,"MAGICLEAN FABRIC FRESHENER REFRESHING MINT 370ML ",,PIECES,0,0,0
K-585449x3,"MAGICLEAN FABRIC FRESHENER REFRESHING MINT 370ML  (Set of 3)",,PIECES,0,0,0
K-585449x12,"MAGICLEAN FABRIC FRESHENER REFRESHING MINT 370ML (CARTON OF 12)",,PIECES,0,0,0
K-592224x4,"MAGICLEAN GLASS REFILL 500ML (SET OF 4)",,PIECES,1948,0,0
K-592223x4,"MAGICLEAN GLASS TRIGGER 500ML (SET OF 4)",,PIECES,2363,0,0
K-592223+592224x3,"MAGICLEAN GLASS TRIGGER 500ML + 3 SET REFILL 500ML",,PIECES,2597,0,0
K-288483,"MAGICLEAN HANDY DUSTER EXTENDABLE 1 SET",,PIECES,13071,0,0
K-288484,"MAGICLEAN HANDY DUSTER REFILL 3S",,PIECES,12547,0,0
K-288484X24,"MAGICLEAN HANDY DUSTER REFILL 3S (CARTON OF 24)",,PIECES,522,0,0
K-288484X3,"MAGICLEAN HANDY DUSTER REFILL 3S (SET OF 3)",,PIECES,4182,0,0
K-288482+288483,"MAGICLEAN HANDY SYSTEM + EXTENDABLE 1 SET",,PIECES,6175,0,0
K-288482,"MAGICLEAN HANDY SYSTEM 1 SET",,PIECES,6175,0,0
K-585459x20,"MAGICLEAN KITCHEN BLEACH 600ML (CARTON OF 20)",,PIECES,186,0,0
K-585459x2,"MAGICLEAN KITCHEN BLEACH 600ML (SET OF 2)",,PIECES,1867,0,0
K-592217+592218,"MAGICLEAN KITCHEN GREEN APPLE BUNDLE PACK (1 TRIGGER + 1 REFILL)",,PIECES,5573,0,0
K-592215+592216,"MAGICLEAN KITCHEN LIME BUNDLE PACK (1 TRIGGER + 1 REFILL)",,PIECES,559,0,0
K-592218,"MAGICLEAN KITCHEN REFILL GREEN APPLE 500ML ",,PIECES,8298,0,0
K-592218x24,"MAGICLEAN KITCHEN REFILL GREEN APPLE 500ML (CARTON OF 24)",,PIECES,345,0,0
K-592218x3,"MAGICLEAN KITCHEN REFILL GREEN APPLE 500ML (SET OF 3)",,PIECES,2766,0,0
K-592216,"MAGICLEAN KITCHEN REFILL LIME 500ML",,PIECES,8059,0,0
K-592216x3,"MAGICLEAN KITCHEN REFILL LIME 500ML (SET OF 3)",,PIECES,2686,0,2
K-592216x24,"MAGICLEAN KITCHEN REFILL LIME 50ML (CARTON OF 24)",,PIECES,335,0,0
K-592217,"MAGICLEAN KITCHEN TRIGGER GREEN APPLE 500ML",,PIECES,5573,0,0
K-592217x2,"MAGICLEAN KITCHEN TRIGGER GREEN APPLE 500ML (SET OF 2)",,PIECES,2786,0,1
K-592215,"MAGICLEAN KITCHEN TRIGGER LIME 500ML",,PIECES,559,0,0
K-592215x2,"MAGICLEAN KITCHEN TRIGGER LIME 500ML (SET OF 2)",,PIECES,279,0,0
K-582821,"MAGICLEAN PIPE DECLOGGER 500G",,PIECES,7099,0,0
K-582821x2,"MAGICLEAN PIPE DECLOGGER 500G (SET OF 2)",,PIECES,3549,0,0
K-597738+582821,"MAGICLEAN SINK&PIPE + MAGICLEAN PIPE DECLOGGER",,PIECES,4608,0,0
K-597738+597739,"MAGICLEAN SINK&PIPE BUNDLE PACK (1 TRIGGER + 1 REFILL)",,PIECES,4406,0,0
K-597739,"MAGICLEAN SINK&PIPE CLEANER REFILL 500ML",,PIECES,4406,0,0
K-597739x2,"MAGICLEAN SINK&PIPE CLEANER REFILL 500ML (SET OF 2)",,PIECES,2203,0,0
K-597739x3,"MAGICLEAN SINK&PIPE CLEANER REFILL 500ML (SET OF 3)",,PIECES,1468,0,0
K-597738,"MAGICLEAN SINK&PIPE CLEANER TRIGGER 500ML",,PIECES,4608,0,0
K-597738x2,"MAGICLEAN SINK&PIPE CLEANER TRIGGER 500ML (SET OF 2)",,PIECES,2304,0,0
K-545787x2+531097x2,"MAGICLEAN STAIN & MOLD REMOVER BUNDLE PACK (2 TRIGGER + 2 REFILL)",,PIECES,8500,0,0
K-531097x12,"MAGICLEAN STAIN & MOLD REMOVER REFILL (CARTON OF 12)",,PIECES,1416,0,1
K-531097,"MAGICLEAN STAIN & MOLD REMOVER REFILL 400ML",,PIECES,17000,0,0
K-531097x2,"MAGICLEAN STAIN & MOLD REMOVER REFILL 400ML (SET OF 2) ",,PIECES,8500,0,0
K-531097x3,"MAGICLEAN STAIN & MOLD REMOVER REFILL 400ML (SET OF 3) ",,PIECES,5666,0,0
K-545787,"MAGICLEAN STAIN & MOLD REMOVER TRIGGER 400ML",,PIECES,26484,0,0
K-545787x2,"MAGICLEAN STAIN & MOLD REMOVER TRIGGER 400ML (SET OF 2)",,PIECES,13242,0,2
K-452153x12,"MAGICLEAN TOILET BLEACH POWER 500ML (CARTON OF 12)",,PIECES,704,0,0
K-452153x2,"MAGICLEAN TOILET BLEACH POWER 500ML (SET OF 2)",,PIECES,4224,0,0
K-452153x4,"MAGICLEAN TOILET BLEACH POWER 500ML (SET OF 4)",,PIECES,2112,0,2
K-452154x12,"MAGICLEAN TOILET BLEACH POWER LEMON 500ML (CARTON OF 12)",,PIECES,763,0,0
K-452154x2,"MAGICLEAN TOILET BLEACH POWER LEMON 500ML (SET OF 2)",,PIECES,4583,0,0
K-452154x4,"MAGICLEAN TOILET BLEACH POWER LEMON 500ML (SET OF 4)",,PIECES,2291,0,0
K-452156x12,"MAGICLEAN TOILET DUAL POWER FOREST FRESH 650ML (CARTON OF 12)",,PIECES,436,0,0
K-452156x2,"MAGICLEAN TOILET DUAL POWER FOREST FRESH 650ML (SET OF 2)",,PIECES,2620,0,0
K-452156x4,"MAGICLEAN TOILET DUAL POWER FOREST FRESH 650ML (SET OF 4)",,PIECES,1310,0,0
K-452155x12,"MAGICLEAN TOILET DUAL POWER OCEAN FRESH 650ML (CARTON OF 12)",,PIECES,340,0,0
K-452155x2,"MAGICLEAN TOILET DUAL POWER OCEAN FRESH 650ML (SET OF 2)",,PIECES,2043,0,0
K-452155x4,"MAGICLEAN TOILET DUAL POWER OCEAN FRESH 650ML (SET OF 4)",,PIECES,1021,0,0
K-531091,"MAGICLEAN WIPER DRY SHEETS 20s",,PIECES,94333,0,0
K-531091x24,"MAGICLEAN WIPER DRY SHEETS 20s (CARTON OF 24)",,PIECES,3930,0,0
K-531091x2,"MAGICLEAN WIPER DRY SHEETS 20S (SET OF 2)",,PIECES,47166,0,0
K-531091x3,"MAGICLEAN WIPER DRY SHEETS 20S (SET OF 3)",,PIECES,31444,0,5
K-531090,"MAGICLEAN WIPER MOP 1 SET",,PIECES,9034,0,1
K-531090+531091+535478,"MAGICLEAN WIPER STARTER SET (1 WIPER MOP + 1 DRY SHEET 20S + 1 WET SHEET 8S)",,PIECES,9034,0,0
K-297447,"MAGICLEAN WIPER WET SHEET 16s ",,PIECES,7588,0,0
K-297447x2,"MAGICLEAN WIPER WET SHEET 16s (SET OF 2)",,PIECES,3794,0,0
K-535478,"MAGICLEAN WIPER WET SHEET 8s ",,PIECES,38871,0,0
K-535478x3,"MAGICLEAN WIPER WET SHEET 8s (SET OF 3)",,PIECES,12957,0,1
K-297449x20,"MAGICLEAN WIPER WET SHEET JASMINE (CARTON OF 20)",,PIECES,393,0,0
K-297449,"MAGICLEAN WIPER WET SHEET JASMINE 16s ",,PIECES,7862,0,0
K-297449x2,"MAGICLEAN WIPER WET SHEET JASMINE 16S (SET OF 2)",,PIECES,3931,0,0
K-297448x20,"MAGICLEAN WIPER WET SHEET ROSE (CARTON OF 20)",,PIECES,323,0,0
K-297448,"MAGICLEAN WIPER WET SHEET ROSE 16s ",,PIECES,6463,0,0
K-297448x2,"MAGICLEAN WIPER WET SHEET ROSE 16S (SET OF 2)",,PIECES,3231,0,0
"K-535478x20 ","MAGICLEAN WIPER WET SHEETS 8S (CARTON OF 20)",,PIECES,1943,0,1
295182,"Asience Moisture Rich Conditioner  450ml",,PIECES,2598,0,0
295180,"Asience Moisture Rich Shampoo  450ml",,PIECES,4244,0,0
595429,"Asience Treatment Hair Mask 180g",,PIECES,2779,0,0
295181,"Asience Volume Rich Shampoo  450ml",,PIECES,3422,0,0
599357,"Essential CC Oil 60ml  ",,PIECES,1785,0,0
595860,"Essential Deep Cleansing Care Shampoo  750ml",,PIECES,2,0,0
596963,"Essential Moisturisng Frizz Free Hair Mask 200g  ",,PIECES,1644,0,0
595857,"Essential Moisturisng Frizz Free Shampoo  750ml",,PIECES,198,0,0
599358,"Essential Night Care Milk 100ml  ",,PIECES,2454,0,0
596964,"Essential Nourishing Breakage Defense Hair Mask 200g  ",,PIECES,2091,0,0
595858,"Essential Nourishing Breakage Defense Shampoo  750ml",,PIECES,2,0,0
278164,"Liese Blaune Creamy Foam Color Ash Beige",,PIECES,3087,0,0
278163,"Liese Blaune Creamy Foam Color Beige Brown",,PIECES,5124,0,0
278162,"Liese Blaune Creamy Foam Color Black Brown",,PIECES,947,0,0
278160,"Liese Blaune Creamy Foam Color Bronze Brown",,PIECES,999,0,0
278161,"Liese Blaune Creamy Foam Color Brown",,PIECES,837,0,0
278159,"Liese Blaune Creamy Foam Color Golden Brown",,PIECES,1148,0,0
278157,"Liese Blaune Creamy Foam Color Pinkish Brown",,PIECES,3881,0,0
278158,"Liese Blaune Creamy Foam Color Rose Brown",,PIECES,780,0,0
755468,"Liese Blaune One-Touch Color Bronze Brown",,PIECES,3081,0,0
755470,"Liese Blaune One-Touch Color Brown",,PIECES,2856,0,0
755469,"Liese Blaune One-Touch Color Dark Bronze Brown",,PIECES,2825,0,0
755472,"Liese Blaune One-Touch Color Dark Brown",,PIECES,2963,0,0
755471,"Liese Blaune One-Touch Color Medium Brown",,PIECES,3443,0,0
278166,"Liese Blaune Treatment Cream Color Black Brown",,PIECES,2966,0,0
595820,"Liese Blaune Treatment Cream Color Dark Brown",,PIECES,1932,0,0
595822,"Liese Blaune Treatment Cream Color Light Brown",,PIECES,1293,0,0
595823,"Liese Blaune Treatment Cream Color Lighter Brown",,PIECES,1466,0,0
595821,"Liese Blaune Treatment Cream Color Medium Brown",,PIECES,2005,0,0
595824,"Liese Blaune Treatment Cream Color Ultra Light Brown",,PIECES,1740,0,0
597529,"Liese Creamy Bubble Color Antique Rose",,PIECES,980,0,0
597526,"Liese Creamy Bubble Color Ash Brown",,PIECES,1292,0,0
298629,"Liese Creamy Bubble Color Biscuit Beige",,PIECES,1555,0,0
597527,"Liese Creamy Bubble Color Black Tea Brown",,PIECES,1383,0,0
597514,"Liese Creamy Bubble Color Cassis Berry",,PIECES,865,0,0
597520,"Liese Creamy Bubble Color Chestnut Brown",,PIECES,624,0,0
597522,"Liese Creamy Bubble Color Classic Chocolat",,PIECES,891,0,0
597521,"Liese Creamy Bubble Color Dark Chocolat",,PIECES,792,0,0
597513,"Liese Creamy Bubble Color Jewel Pink",,PIECES,946,0,0
278314,"Liese Creamy Bubble Color Maple Red",,PIECES,5,0,0
597512,"Liese Creamy Bubble Color Marshmallow Brown",,PIECES,923,0,0
597519,"Liese Creamy Bubble Color Milk Tea Brown",,PIECES,1478,0,0
295217,"Liese Creamy Bubble Color Milky Beige",,PIECES,1604,0,0
298628,"Liese Creamy Bubble Color Mint Ash",,PIECES,1039,0,0
597528,"Liese Creamy Bubble Color Natural Black",,PIECES,899,0,0
597518,"Liese Creamy Bubble Color Natural Mocha",,PIECES,837,0,0
541305,"Liese Creamy Bubble Color Platinum Beige",,PIECES,2497,0,0
297214,"Liese Creamy Bubble Color Red Velvet",,PIECES,5431,0,0
597516,"Liese Creamy Bubble Color Rose Tea Brown",,PIECES,418,0,0
597515,"Liese Creamy Bubble Color Sweet Apricot",,PIECES,1488,0,0
595859,"Essential Light Finish Volumising Shampoo 750ml",,PIECES,2352,0,0
595871,"Essential Light Finish Volumising Conditioner 750ml",,PIECES,2935,0,0
595849,"Essential Moisturisng Frizz Free Shampoo 750ml",,PIECES,0,0,0
595861,"Essential Moisturisng Frizz Free Conditioner 750ml",,PIECES,84,0,0
595850,"Essential Nourishing Breakage Defense Shampoo 750ml",,PIECES,0,0,0
595862,"Essential Nourishing Breakage Defense Conditioner 750ml",,PIECES,0,0,0
295183,"Asience Volume Rich Conditioner 450ml",,PIECES,1741,0,0
595872,"Essential Deep Cleansing Care Conditioner 750ml",,PIECES,700,0,0
295184,"Asience Moisture Rich Treatment",,PIECES,1196,0,0
597780,"Asience Moisture Rich Treatment Oil",,PIECES,3466,0,0
597781,"Asience Volume Rich Treatment Milk",,PIECES,2834,0,0
597380,"Essential Moisturisng Frizz Free Treatment",,PIECES,1866,0,0
597381,"Essential Nourishing Breakage DefenseTreatment",,PIECES,2,0,0
598994,"Biore Aqua Jelly Makeup Remover",,PIECES,1053,0,0
144567,"Biore Cleansing Oil 150ml",,PIECES,3385,0,0
459448,"Biore Cleansing Oil Cotton Sheets Handy Pack 10s ",,PIECES,12229,0,0
458409,"Biore Cleansing Oil Cotton Sheets Refill 44s ",,PIECES,4499,0,0
458408,"Biore Cleansing Oil Cotton Sheets Regular 44s",,PIECES,4027,0,0
309651,"Biore Eye and Lip Makeup Remover 130ml ",,PIECES,2292,0,0
286939,"Biore Facial Foam Acne Care 130g ",,PIECES,557,0,0
278237,"Biore Facial Foam Deep Clean 130g ",,PIECES,2678,0,0
286833,"Biore Facial Foam Extra Moist 130g ",,PIECES,2705,0,0
286831,"Biore Facial Foam Mild 130g ",,PIECES,3830,0,0
286832,"Biore Facial Foam Scrub 130g ",,PIECES,3132,0,0
455898,"Biore Marshmallow Whip Acne Care Facial Wash 150ml",,PIECES,2447,0,0
455899,"Biore Marshmallow Whip Acne Care Facial Wash Refill 130ml ",,PIECES,611,0,0
278236,"Biore Marshmallow Whip Deep Clean Facial Wash 150ml",,PIECES,1262,0,0
456007,"Biore Marshmallow Whip Facial Wash 150ml",,PIECES,4719,0,0
456008,"Biore Marshmallow Whip Facial Wash Refill 130ml ",,PIECES,2376,0,0
754184,"Biore Micellar Cleansing Water (Acne) 300ml",,PIECES,2945,0,0
287645,"Biore Micellar Cleansing Water (Moist Up) 300ml",,PIECES,1650,0,0
278238,"Biore Micellar Cleansing Water (Oil Control) 300ml",,PIECES,1619,0,0
163260,"Biore Pore Pack 10s ",,PIECES,14470,0,0
301875,"Biore Pore Pack Black 10s ",,PIECES,10732,0,0
306795,"Biore Sara Sara Body Powder Sheets (Citrus) 10s ",,PIECES,7659,0,0
306305,"Biore Sara Sara Body Powder Sheets (Floral) 10s ",,PIECES,8729,0,0
541443,"Biore UV Aqua Rich Watery Essence SPF 50+ PA++++ 50g",,PIECES,4027,0,0
541441,"Biore UV Aqua Rich Watery Gel SPF 50+ PA++++ 90ml",,PIECES,4718,0,0
597714,"Biore UV Bright Face Milk SPF 50+ PA++++ 30ml",,PIECES,2965,0,0
278197,"Biore UV Mild Milk (for kids) SPF 50+ PA++++ 90g",,PIECES,1346,0,0
597715,"Biore UV Perfect Face Milk SPF 50+ PA++++ 30ml",,PIECES,4412,0,0
597716,"Biore UV Perfect Milk SPF 50 PA++++ 40ml",,PIECES,3484,0,0
541442,"Biore UV Perfect Spray SPF 50+ PA++++ 75g ",,PIECES,5186,0,0
597949,"Jergens Age Defying Moisturiser 400ml ",,PIECES,3329,0,0
595102,"Jergens Daily Moisture Moisturiser 400ml ",,PIECES,3838,0,0
540891,"Jergens Hydrating Coconut Moisturiser 400ml ",,PIECES,3128,0,0
595100,"Jergens Soothing Aloe Moisturiser 400ml ",,PIECES,3288,0,0
595099,"Jergens Ultra Healing Moisturiser 400ml ",,PIECES,3300,0,0
754528,"Men's Biore Black and White Double Scrub Facial Wash 130g ",,PIECES,2392,0,0
597744,"Men's Biore Cool Gel Deodorant Body Wash 440ml ",,PIECES,1499,0,0
591869,"Men's Biore Double Acne Control Facial Wash 130g ",,PIECES,3465,0,0
747224,"Men's Biore Double Acne Control Instant Foaming Wash 150ml ",,PIECES,1137,0,0
747222,"Men's Biore Double Active Instant Foaming Wash 150ml ",,PIECES,1882,0,0
591868,"Men's Biore Double Active Micro Scrub 130g ",,PIECES,1904,0,0
756225,"Men's Biore Double Oil Control Cool Scrub 130g ",,PIECES,1190,0,0
754531,"Men's Biore Double Oil Control Cooling Facial Wash 130g ",,PIECES,2238,0,0
747223,"Men's Biore Double Oil Control Icy Instant Foaming Wash 150ml ",,PIECES,860,0,0
597743,"Men's Biore Fresh Mint Deodorant Body Wash 440ml ",,PIECES,1451,0,0
597742,"Men's Biore Mild Soap Deodorant Body Wash 440ml ",,PIECES,1067,0,0
163278,"Men's Biore Pore Pack 10s ",,PIECES,6617,0,0
304658,"Men's Biore Pore Pack Black 10s ",,PIECES,6398,0,0
298190,"Biore Cleansing Gel Makeup Remover",,PIECES,1637,0,0
595660,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P",,PIECES,2880,0,0
595661,"MegRhythm Steam Eye Mask Fresh Rose 5P",,PIECES,3420,0,0
597397,"MegRhythm Steam Eye Mask Fully Ripe Citrus 5P",,PIECES,3579,0,0
595659,"MegRhythm Steam Eye Mask Lavender-Sage 5P",,PIECES,11527,0,0
754535,"MegRhythm Steam Eye Mask Limited Edition For Her For Him Promo Pack",,PIECES,2,0,0
595658,"MegRhythm Steam Eye Mask Unscented 5P",,PIECES,4510,0,0
596941,"Laurier Active Fit Deodorant Ag+ Pantyliners 36pcs",,PIECES,1997,0,0
454219,"Laurier Active Fit Pantyliners Nonscented 40pcs",,PIECES,17894,0,0
454221,"Laurier Active Fit Pantyliners Scented 40pcs",,PIECES,18178,0,0
599914,"Laurier Active Fit Safety Long & Wide Pantyliners 40pcs",,PIECES,5051,0,0
